InChIKey,smiles_canon,LogS,occurence,solvent_id,solute_id,hybrid_class
HHECSPXBQJHZAF-UHFFFAOYSA-N,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,-5.082597863,1.0,solvent_844,solute_2303,"polar,large"
ZWWQRMFIZFPUAA-UHFFFAOYSA-N,C=C(CC(=O)OC)C(=O)OC,-0.653771966,1.0,solvent_844,solute_2304,"polar,small"
JPFPDGRVRGETED-UHFFFAOYSA-N,C=C(C)C(=O)OCC1COC(C)(C)O1,-1.252319801,1.0,solvent_844,solute_2305,"polar,small"
YHMYGUUIMTVXNW-UHFFFAOYSA-N,Sc1nc2ccccc2[nH]1,-3.523451058,1.0,solvent_844,solute_2306,"polar,small"
MUTGBJKUEZFXGO-UHFFFAOYSA-N,O=C1OC(=O)C2CCCCC12,-1.56473706,1.0,solvent_844,solute_2307,"polar,small"
OLPGHBILOFNQNR-UHFFFAOYSA-N,COC(=O)Oc1ccc(C)cc1OC,-2.717516471,1.0,solvent_844,solute_2308,"polar,small"
URDOJQUSEUXVRP-UHFFFAOYSA-N,C=C(C)C(=O)OCCC[Si](OCC)(OCC)OCC,0.536956432,1.0,solvent_844,solute_2309,"polar,small"
SCCDQYPEOIRVGX-UHFFFAOYSA-N,C=CCc1ccc(OC(C)=O)c(OC)c1,-2.701590728,1.0,solvent_844,solute_2310,"polar,small"
CDCQKYGCIPUMCF-UHFFFAOYSA-N,COC(=O)CC(OC)c1ccc(OC)cc1,-2.343423119,1.0,solvent_844,solute_2311,"polar,small"
MWWXARALRVYLAE-UHFFFAOYSA-N,C=CC(COC(C)=O)OC(C)=O,-0.817682421,1.0,solvent_844,solute_2312,"polar,small"
QNMHRRCVEGQTPS-UHFFFAOYSA-N,C=C(C)C(=O)OC(O)CCC,-0.601502508,1.0,solvent_844,solute_2313,"polar,small"
POLMNXCVMYMLSF-UHFFFAOYSA-N,COc1ccc(C)cc1NC(C)=O,-1.931162816,1.0,solvent_844,solute_2314,"polar,small"
ZFFGZCTVZNNVLP-UHFFFAOYSA-N,CC(=O)OCC(C)(C)COC(C)=O,-1.119336654,1.0,solvent_844,solute_2315,"polar,small"
BQCWLXXZTCLGSZ-UHFFFAOYSA-N,N#Cc1ccc(C(F)(F)F)cc1[N+](=O)[O-],-2.470777582,1.0,solvent_844,solute_2316,"polar,small"
DBHQYYNDKZDVTN-UHFFFAOYSA-N,Cc1ccc(Sc2ccc(C(=O)c3ccccc3)cc2)cc1,-7.615396561,1.0,solvent_844,solute_2317,"non-polar,large"
NGHOLYJTSCBCGC-VAWYXSNFSA-N,O=C(C=Cc1ccccc1)OCc1ccccc1,-4.820794933,1.0,solvent_844,solute_2318,"polar,small"
XWEOGMYZFCHQNT-UHFFFAOYSA-N,CCOC(=O)CC1(C)OCCO1,-0.144824092,1.0,solvent_844,solute_2319,"polar,small"
PJZFNEYJOZUEGS-UHFFFAOYSA-N,CCCC(CC)COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-8.876885171,1.0,solvent_844,solute_2320,"polar,large"
DYDRCANRNSAYJA-UHFFFAOYSA-N,CNC(=O)c1ccc(Cl)cc1,-4.82265665,1.0,solvent_844,solute_2321,"polar,small"
YPLYFEUBZLLLIY-UHFFFAOYSA-N,CC(C)OC(=O)CCC(=O)OC(C)C,-1.729316417,1.0,solvent_844,solute_2322,"polar,small"
RNVVYVPDHMKDTL-UHFFFAOYSA-N,COC(=O)COCO,0.920439636,1.0,solvent_844,solute_2323,"polar,small"
XOJWAAUYNWGQAU-UHFFFAOYSA-N,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,-2.969024158,1.0,solvent_844,solute_2324,"polar,small"
VTSKTHILUKZQTB-GRYCIOLGSA-N,CCNC(=O)C(=O)OC1CC(C)CCC1C(C)C,-3.169854409,1.0,solvent_844,solute_2325,"polar,small"
XPHQJOOQZCMEMB-JLHYYAGUSA-N,O=C(C=Cc1cccc2ccccc12)c1ccc(Cl)cc1,-1.498034872,1.0,solvent_844,solute_2326,"non-polar,small"
AGKBXKFWMQLFGZ-UHFFFAOYSA-N,Cc1ccc(C(=O)OOC(=O)c2ccc(C)cc2)cc1,-6.798352203,1.0,solvent_844,solute_2327,"polar,small"
KHLCTMQBMINUNT-UHFFFAOYSA-N,CCCCCCC(O)CCCCCCCCCCCO,-6.913052034,1.0,solvent_844,solute_2328,"polar,small"
YUIOPHXTILULQC-UHFFFAOYSA-N,OC1CSC(O)CS1,-1.468998293,1.0,solvent_844,solute_2329,"polar,small"
WOFDVDFSGLBFAC-UHFFFAOYSA-N,CC(O)C#N,1.148252581,1.0,solvent_844,solute_2330,"polar,small"
MRNZSTMRDWRNNR-UHFFFAOYSA-N,NCCCCCCNCCCCCCN,0.307273645,1.0,solvent_844,solute_2331,"polar,small"
CENVPIZOTHULGJ-UHFFFAOYSA-N,O=C1Cc2ccc(Cl)cc2N1,-2.968987257,1.0,solvent_844,solute_2332,"polar,small"
FIHBHSQYSYVZQE-UHFFFAOYSA-N,C=CC(=O)OCCCCCCOC(=O)C=C,-2.819336312,1.0,solvent_844,solute_2333,"polar,small"
JVTZFYYHCGSXJV-UHFFFAOYSA-N,COc1ccc(C=O)cc1O,-1.826244387,1.0,solvent_844,solute_2334,"polar,small"
FQPSGWSUVKBHSU-UHFFFAOYSA-N,C=C(C)C(N)=O,0.375394252,1.0,solvent_844,solute_2335,"polar,small"
QQVHEQUEHCEAKS-UHFFFAOYSA-N,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,-4.608254046,1.0,solvent_844,solute_2336,"polar,large"
HOQGHOMLEVKTBY-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C1CCC(C(=O)OCC(CC)CCCC)CC1,-6.926264926,1.0,solvent_844,solute_2337,"polar,large"
ANGDWNBGPBMQHW-UHFFFAOYSA-N,COC(=O)CC#N,-0.263636069,1.0,solvent_844,solute_2338,"polar,small"
SHRGCOIDGUJGJI-UHFFFAOYSA-N,CCC(O)OCCCOC,-2.170852892,1.0,solvent_844,solute_2339,"polar,small"
SAMJGBVVQUEMGC-UHFFFAOYSA-N,C=COCCOCCOC=C,-1.053069659,1.0,solvent_844,solute_2340,"polar,small"
OCQDPIXQTSYZJL-UHFFFAOYSA-N,CCCCNc1ccc(NCCCC)c2c1C(=O)c1ccccc1C2=O,-7.931854104,1.0,solvent_844,solute_2341,"polar,large"
XDZMPRGFOOFSBL-UHFFFAOYSA-N,CCOc1ccccc1C(=O)O,-1.326308159,1.0,solvent_844,solute_2342,"polar,small"
ORTVZLZNOYNASJ-UPHRSURJSA-N,OCC=CCO,0.846685164,1.0,solvent_844,solute_2343,"polar,small"
ZDQWESQEGGJUCH-UHFFFAOYSA-N,CC(C)OC(=O)CCCCC(=O)OC(C)C,-3.107027844,1.0,solvent_844,solute_2344,"polar,small"
RGTLAJIDOSPEDH-UHFFFAOYSA-N,CN1CCSC1=S,-1.562296124,1.0,solvent_844,solute_2345,"non-polar,small"
SAPGBCWOQLHKKZ-UHFFFAOYSA-N,C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,-4.0436619,1.0,solvent_844,solute_2346,"polar,small"
GYUVMLBYMPKZAZ-UHFFFAOYSA-N,COC(=O)c1ccc2cc(C(=O)OC)ccc2c1,-6.211736912,1.0,solvent_844,solute_2347,"polar,small"
VQMQXWYQIIUJIT-UHFFFAOYSA-N,C1CC(COCC2CO2)CCC1COCC1CO1,-1.835795879,1.0,solvent_844,solute_2348,"polar,small"
CNHDIAIOKMXOLK-UHFFFAOYSA-N,Cc1cc(O)ccc1O,-0.207417517,1.0,solvent_844,solute_2349,"polar,small"
LUJMEECXHPYQOF-UHFFFAOYSA-N,CC(=O)c1cccc(O)c1,-1.533938203,1.0,solvent_844,solute_2350,"polar,small"
ZNYBQVBNSXLZNI-UHFFFAOYSA-N,CCCCC(CC)COC(=O)CC#N,-3.286460873,1.0,solvent_844,solute_2351,"polar,small"
KMOUUZVZFBCRAM-UHFFFAOYSA-N,O=C1OC(=O)C2CC=CCC12,-0.540796134,1.0,solvent_844,solute_2352,"polar,small"
DSKYSDCYIODJPC-UHFFFAOYSA-N,CCCCC(CC)(CO)CO,-1.260331084,1.0,solvent_844,solute_2353,"polar,small"
WPUKZOKYKHYASK-UHFFFAOYSA-N,CC(C)CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCC(C)C,-8.863186346,1.0,solvent_844,solute_2354,"polar,large"
DQNJHGSFNUDORY-UHFFFAOYSA-N,CCCCC(CC)COP(=S)(S)OCC(CC)CCCC,-4.167654445,1.0,solvent_844,solute_2355,"non-polar,large"
WFUGQJXVXHBTEM-UHFFFAOYSA-N,CCC(C)(OO)OOC(C)(CC)OO,-1.507774485,1.0,solvent_844,solute_2356,"polar,small"
BITAPBDLHJQAID-MDZDMXLPSA-N,CCCCCCCCC=CCCCCCCCCN(CCO)CCO,-4.780113405,1.0,solvent_844,solute_2357,"polar,large"
ZCUJYXPAKHMBAZ-UHFFFAOYSA-N,c1ccc(-c2ncc[nH]2)cc1,-1.889378823,1.0,solvent_844,solute_2358,"polar,small"
CSALAITYIGZHHH-UHFFFAOYSA-N,CCCC(O)=C1C(=O)CC(C2CCCSC2)CC1=O,-4.501470072,1.0,solvent_844,solute_2359,"polar,small"
BDTJIVUVQRVLLJ-UHFFFAOYSA-N,CC(=O)c1ccc(Oc2ccc(Cl)cc2)cc1Cl,-5.126699947,1.0,solvent_844,solute_2360,"polar,small"
ZXUXEWRICDHNKF-KTKRTIGZSA-N,CCCCCCCCC=CCCCCCCCCNCCCNCCCN,-3.718384508,1.0,solvent_844,solute_2361,"polar,large"
RBAUBIIMPLZNGC-UHFFFAOYSA-N,COC(=O)c1ccccc1N=CC(C)Cc1ccc(C(C)(C)C)cc1,-5.545952099,1.0,solvent_844,solute_2362,"polar,large"
QCWDCTDYSDJKTP-UHFFFAOYSA-N,O=C1NC(=O)C2CCCC12,0.15535863,1.0,solvent_844,solute_2363,"polar,small"
JANBFCARANRIKJ-UHFFFAOYSA-N,CC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)C,-5.444897493,1.0,solvent_844,solute_2364,"polar,large"
UDKSLGIUCGAZTK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCS(=O)(=O)Oc1ccccc1,-5.224101544,1.0,solvent_844,solute_2365,"polar,large"
FLISWPFVWWWNNP-BQYQJAHWSA-N,CCCCCCC=CC1CC(=O)OC1=O,-4.021752276,1.0,solvent_844,solute_2366,"polar,small"
CSIQWPNHZNGRLC-UHFFFAOYSA-N,CC(=O)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,-5.288369308,1.0,solvent_844,solute_2367,"polar,large"
FKBMTBAXDISZGN-UHFFFAOYSA-N,CC1CCC2C(=O)OC(=O)C2C1,-1.24808173,1.0,solvent_844,solute_2368,"polar,small"
QGNGOGOOPUYKMC-UHFFFAOYSA-N,Cc1cc(O)ccc1N,-1.789419232,1.0,solvent_844,solute_2369,"polar,small"
VJHINFRRDQUWOJ-UHFFFAOYSA-N,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,-3.329070866,1.0,solvent_844,solute_2370,"polar,large"
UHJVLUYSDYOULM-UHFFFAOYSA-N,CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,-5.62483264,1.0,solvent_844,solute_2371,"polar,small"
XCKGFJPFEHHHQA-UHFFFAOYSA-N,CC1=NN(c2ccccc2)C(=O)C1N=Nc1ccccc1,-7.541443194,1.0,solvent_844,solute_2372,"polar,small"
PXMJCECEFTYEKE-UHFFFAOYSA-N,COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-5.12358053,1.0,solvent_844,solute_2373,"polar,small"
GMEONFUTDYJSNV-UHFFFAOYSA-N,CCOC(=O)CCC(C)=O,0.073358623,1.0,solvent_844,solute_2374,"polar,small"
DETLTZYXZWIXIB-UHFFFAOYSA-N,CC1(C)Nc2cccc3cccc(c23)N1,-2.929894514,1.0,solvent_844,solute_2375,"polar,small"
IKXFIBBKEARMLL-UHFFFAOYSA-N,S=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,-6.954684833,1.0,solvent_844,solute_2376,"polar,large"
XJHABGPPCLHLLV-UHFFFAOYSA-N,O=C1NC(=O)c2cccc3cccc1c23,-4.692831062,1.0,solvent_844,solute_2377,"polar,small"
STEYNUVPFMIUOY-UHFFFAOYSA-N,CC1(C)CC(O)CC(C)(C)N1CCO,-0.85981667,1.0,solvent_844,solute_2378,"polar,small"
UJAHPBDUQZFDLA-UHFFFAOYSA-N,CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,-7.509558556,1.0,solvent_844,solute_2379,"polar,large"
NJGBTKGETPDVIK-UHFFFAOYSA-N,CC(=O)CCc1ccc(O)cc1,-1.552039883,1.0,solvent_844,solute_2380,"polar,small"
LWRBVKNFOYUCNP-UHFFFAOYSA-N,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,-4.193367775,1.0,solvent_844,solute_2381,"polar,small"
BBEWSMNRCUXQRF-UHFFFAOYSA-N,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],-2.848099461,1.0,solvent_844,solute_2382,"polar,small"
ZACVGCNKGYYQHA-UHFFFAOYSA-N,CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,-2.595174189,1.0,solvent_844,solute_2383,"polar,large"
NIMKIMUBJFWPTD-UHFFFAOYSA-N,CCOC(=O)C(=O)CC(=O)C(C)(C)C,-3.668069368,1.0,solvent_844,solute_2384,"polar,small"
HMILXGPZMQDAKE-UHFFFAOYSA-N,CCC(C)CCCOC(=O)CCc1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1,-7.385785753,1.0,solvent_844,solute_2385,"polar,large"
NVNWZZLOQBHTCW-UHFFFAOYSA-N,O=c1c2ccccc2c2ccc3sc4ccccc4c4ccc1c2c34,-7.982797238,1.0,solvent_844,solute_2386,"non-polar,large"
BYNQFCJOHGOKSS-UHFFFAOYSA-N,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1,-4.116675847,1.0,solvent_844,solute_2387,"polar,small"
PSCDYTTVVQKADI-UHFFFAOYSA-N,c1ccc(Nc2ccc(CN3CCOCC3)cc2)cc1,0.804281888,1.0,solvent_844,solute_2388,"polar,small"
IVVLFHBYPHTMJU-UHFFFAOYSA-N,CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O,-5.084659912,1.0,solvent_844,solute_2389,"polar,large"
OPNUROKCUBTKLF-UHFFFAOYSA-N,Cc1ccccc1N=C(N)Nc1ccccc1C,-3.533879865,1.0,solvent_844,solute_2390,"polar,small"
USAZIWXOIGUZSS-UHFFFAOYSA-N,CCn1cnc(-c2ccccc2)c1-c1ccccc1,-3.935631104,1.0,solvent_844,solute_2391,"non-polar,small"
LFOUYKNCQNVIGI-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1NCCO,-1.993325632,1.0,solvent_844,solute_2392,"polar,small"
MJQVZIANGRDJBT-VAWYXSNFSA-N,O=C(C=Cc1ccccc1)OCCc1ccccc1,-5.40193825,1.0,solvent_844,solute_2393,"polar,small"
HYQASEVIBPSPMK-UHFFFAOYSA-N,C=C(C)C(=O)OCCCCCCCCCCCCOC(=O)C(=C)C,-7.484217989,1.0,solvent_844,solute_2394,"polar,large"
JAYXSROKFZAHRQ-UHFFFAOYSA-N,c1ccc(N(CC2CO2)CC2CO2)cc1,-1.962047843,1.0,solvent_844,solute_2395,"polar,small"
FLBJFXNAEMSXGL-UHFFFAOYSA-N,O=C1OC(=O)C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-2.871075487,1.0,solvent_844,solute_2396,"polar,large"
UXYRZJKIQKRJCF-TZPFWLJSSA-N,CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C,-5.006425535,1.0,solvent_844,solute_2397,"polar,large"
RINCXYDBBGOEEQ-UHFFFAOYSA-N,O=C1CCC(=O)O1,-0.201669746,1.0,solvent_844,solute_2398,"polar,small"
FGENXPNYGNZCEB-UHFFFAOYSA-N,CC(C)Sc1ncccc1OCC(F)(F)F,-3.417862666,1.0,solvent_844,solute_2399,"polar,small"
HEBKPAWCVUSXMB-UHFFFAOYSA-N,C=CCOC(=O)C1CCCCC1C(=O)OCC=C,-3.36054109,1.0,solvent_844,solute_2400,"polar,small"
BMTSZVZQNMNPCT-UHFFFAOYSA-N,Nc1ncccc1O,-0.346102997,1.0,solvent_844,solute_2401,"polar,small"
MIYFJEKZLFWKLZ-UHFFFAOYSA-N,O=C(Cc1ccccc1)OCc1ccccc1,-3.863273728,1.0,solvent_844,solute_2402,"polar,small"
DZQQBMOSBPOYFX-UHFFFAOYSA-N,N#[N+]c1ccc2c(S(=O)(=O)Cl)cccc2c1[O-],-1.785782663,1.0,solvent_844,solute_2403,"polar,small"
MTFJSAGADRTKCI-VMPITWQZSA-N,ON=Cc1ccccn1,-1.000449013,1.0,solvent_844,solute_2404,"polar,small"
MGJHVZKRAOYORH-UHFFFAOYSA-N,COc1ccc2c(c1)C(CC#N)=CCC2,-3.623619988,1.0,solvent_844,solute_2405,"polar,small"
QUXFOKCUIZCKGS-UHFFFAOYSA-N,CC(CC(C)(C)C)CP(=O)(O)CC(C)CC(C)(C)C,-4.366124135,1.0,solvent_844,solute_2406,"polar,small"
LFDFDMAPABBGSE-UHFFFAOYSA-N,CCc1c(Cl)cc(NC(=O)C(CC)Oc2ccc(C(C)(C)CC)cc2C(C)(C)CC)c(O)c1Cl,-6.520488657,1.0,solvent_844,solute_2407,"polar,large"
WLWCQKMQYZFTDR-UHFFFAOYSA-N,CCOC(=O)C(Cl)C(=O)OCC,-1.720973471,1.0,solvent_844,solute_2408,"polar,small"
XXSFRYVGIQYVIQ-RDTLVLTASA-N,CC(=O)C1C(C)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C,-2.263911311,1.0,solvent_844,solute_2409,"polar,large"
MDWVSAYEQPLWMX-UHFFFAOYSA-N,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,-10.12425619,1.0,solvent_844,solute_2410,"polar,large"
RYWGNBFHIFRNEP-UHFFFAOYSA-N,C=C(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,-4.823304326,1.0,solvent_844,solute_2411,"polar,small"
YNMSDIQQNIRGDP-UHFFFAOYSA-N,O=C(OCCc1ccccc1)c1ccccc1O,-4.489104976,1.0,solvent_844,solute_2412,"polar,small"
YGUFQYGSBVXPMC-UHFFFAOYSA-N,COc1cc(Cl)c(OC)cc1N,-3.006120134,1.0,solvent_844,solute_2413,"polar,small"
XFDQLDNQZFOAFK-UHFFFAOYSA-N,O=C(OCCOC(=O)c1ccccc1)c1ccccc1,-5.070092823,1.0,solvent_844,solute_2414,"polar,small"
CIFFBTOJCKSRJY-UHFFFAOYSA-N,O=C1NC(=O)C2CC=CCC12,-1.093090269,1.0,solvent_844,solute_2415,"polar,small"
GPNYZBKIGXGYNU-UHFFFAOYSA-N,CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,-8.699628264,1.0,solvent_844,solute_2416,"polar,large"
ZVFDTKUVRCTHQE-UHFFFAOYSA-N,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,-9.419536891,1.0,solvent_844,solute_2417,"polar,large"
KIFSWJVHFMQPOS-UHFFFAOYSA-N,O=C(Sc1nnc(S)s1)c1ccccc1,-0.992113537,1.0,solvent_844,solute_2418,"polar,small"
ATGUVEKSASEFFO-UHFFFAOYSA-N,Nc1ccc(Nc2ccccc2)cc1,-2.566414392,1.0,solvent_844,solute_2419,"polar,small"
HAGVXVSNIARVIZ-UHFFFAOYSA-N,N#[N+]c1cc(S(=O)(=O)Cl)c2ccccc2c1[O-],-2.849451743,1.0,solvent_844,solute_2420,"polar,small"
RZCPLOMUUCFPQA-UHFFFAOYSA-N,CCc1ccc(B(O)O)cc1,-2.100497102,1.0,solvent_844,solute_2421,"polar,small"
DSRUAYIFDCHEEV-UHFFFAOYSA-N,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.40368103,1.0,solvent_844,solute_2422,"polar,large"
WWVIUVHFPSALDO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,-4.566608348,1.0,solvent_844,solute_2423,"polar,large"
ASOKPJOREAFHNY-UHFFFAOYSA-N,On1nnc2ccccc21,-1.50743265,1.0,solvent_844,solute_2424,"polar,small"
FLYJSXDJKBHQAU-IBSWDFHHSA-N,CC(O)COC(=O)OC1CC(C)CCC1C(C)C,-3.463807267,1.0,solvent_844,solute_2425,"polar,small"
BDKDHWOPFRTWPP-UHFFFAOYSA-N,C=CCOCC(CC)(CO)COCC=C,-1.718246421,1.0,solvent_844,solute_2426,"polar,small"
JBWYRBLDOOOJEU-UHFFFAOYSA-N,COc1ccc(C(Cl)(c2ccccc2)c2ccc(OC)cc2)cc1,-5.052864318,1.0,solvent_844,solute_2427,"non-polar,large"
ZJLHQWGPVWXKME-UHFFFAOYSA-N,CCCCCC1CC(=O)C=C(C)C1C(=O)OCC,-3.18716428,1.0,solvent_844,solute_2428,"polar,small"
HNSGVPAAXJJOPQ-XOKHGSTOSA-N,COc1ccc(NC(=O)C2CC(C)CCC2C(C)C)cc1,-5.737247868,1.0,solvent_844,solute_2429,"polar,small"
JJYWRQLLQAKNAD-SNAWJCMRSA-N,CCC=C(C)C(=O)O,-1.162118196,1.0,solvent_844,solute_2430,"polar,small"
NDLNTMNRNCENRZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCN(CCO)CCO,-5.775269091,1.0,solvent_844,solute_2431,"polar,large"
QBPPRVHXOZRESW-UHFFFAOYSA-N,C1CNCCNCCNCCN1,-0.037559626,1.0,solvent_844,solute_2432,"polar,small"
ADCBKYIHQQCFHE-UHFFFAOYSA-N,CN(C(=O)N(C)c1ccccc1)c1ccccc1,-3.497554328,1.0,solvent_844,solute_2433,"polar,small"
DBFYESDCPWWCHN-UHFFFAOYSA-N,Cc1ccc(N)cc1O,-1.476607406,1.0,solvent_844,solute_2434,"polar,small"
HOEFWOBLOGZQIQ-UHFFFAOYSA-N,S=C(SN1CCOCC1)N1CCOCC1,-3.291273733,1.0,solvent_844,solute_2435,"polar,small"
PNVNVHUZROJLTJ-UHFFFAOYSA-N,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,-2.743277811,1.0,solvent_844,solute_2436,"polar,small"
OCWYEMOEOGEQAN-UHFFFAOYSA-N,Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,-7.897354472,1.0,solvent_844,solute_2437,"polar,large"
CJGXWABHYYJNJH-UHFFFAOYSA-N,CC(=O)Oc1ccc(C#N)cc1,-1.799017293,1.0,solvent_844,solute_2438,"polar,small"
UYCICMIUKYEYEU-ZHACJKMWSA-N,CCCCCCCCCC=CCC1CC(=O)OC1=O,-4.425500962,1.0,solvent_844,solute_2439,"polar,small"
VOZKAJLKRJDJLL-UHFFFAOYSA-N,Cc1ccc(N)cc1N,-0.507178844,1.0,solvent_844,solute_2440,"polar,small"
SZXCCXFNQHQRGF-UHFFFAOYSA-N,CC(C)OP(=S)(S)OC(C)C,-0.55282451,1.0,solvent_844,solute_2441,"non-polar,small"
ZKHMKHBSASMXEZ-UHFFFAOYSA-N,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-4.780938839,1.0,solvent_844,solute_2442,"polar,large"
PYJMGUQHJINLLD-UHFFFAOYSA-N,COc1ccc2cccc(CC#N)c2c1,-4.158252408,1.0,solvent_844,solute_2443,"polar,small"
DYJIIMFHSZKBDY-UHFFFAOYSA-N,CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,-5.430203821,1.0,solvent_844,solute_2444,"polar,large"
OUKJZHRCKQJXSU-UHFFFAOYSA-N,Cc1cc(C(C)(C)C)c(O)c(C)c1CC#N,-4.257898466,1.0,solvent_844,solute_2445,"polar,small"
RWOLDZZTBNYTMS-SSDOTTSWSA-N,O=C(O)C(O)c1ccccc1Cl,-0.439029064,1.0,solvent_844,solute_2446,"polar,small"
HDSOFYVWMRYEQH-UHFFFAOYSA-N,CNC1C(c2ccc(C)cc2)=NN(c2ccccc2)C1c1ccccc1,-3.357241963,1.0,solvent_844,solute_2447,"polar,large"
XKGDWZQXVZSXAO-ADYSOMBNSA-N,CCCCCCC(O)CC=CCCCCCCCC(=O)OC,-6.526355399,1.0,solvent_844,solute_2448,"polar,large"
ORLPGMKKCAEWOW-UHFFFAOYSA-N,COc1cc([N+](=O)[O-])c(OC)cc1Cl,-3.179313363,1.0,solvent_844,solute_2449,"polar,small"
YAMHXTCMCPHKLN-UHFFFAOYSA-N,O=C1NCCN1,1.042754755,1.0,solvent_844,solute_2450,"polar,small"
ZZEYCGJAYIHIAZ-UHFFFAOYSA-N,CC1CN(c2ccccc2)NC1=O,-2.368216815,1.0,solvent_844,solute_2451,"polar,small"
CMCWWLVWPDLCRM-UHFFFAOYSA-N,O=C1CCN(c2ccccc2)N1,-1.796729806,1.0,solvent_844,solute_2452,"polar,small"
FPUKYOSOAAPHTN-UHFFFAOYSA-N,CCN(CC)c1cccc(NC(C)=O)c1,-2.46937382,1.0,solvent_844,solute_2453,"polar,small"
OMPCVMLFFSQFIX-CONSDPRKSA-N,COc1ccc(C(C)(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,-4.685900036,1.0,solvent_844,solute_2454,"polar,large"
PBLZLIFKVPJDCO-UHFFFAOYSA-N,NCCCCCCCCCCCC(=O)O,-3.196394058,1.0,solvent_844,solute_2455,"polar,small"
AYPFEYDGZDPAPE-UHFFFAOYSA-N,Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,-4.693291298,1.0,solvent_844,solute_2456,"polar,small"
FZUWYUIYVKESIP-UHFFFAOYSA-N,CC(C)(C)CCCCCCCC(=O)O,-1.540549366,1.0,solvent_844,solute_2457,"polar,small"
DMDRBXCDTZRMHZ-UHFFFAOYSA-N,Cc1cc(C)c(Nc2ccc(Nc3c(C)cc(C)cc3C)c3c2C(=O)c2ccccc2C3=O)c(C)c1,-7.825070483,1.0,solvent_844,solute_2458,"polar,large"
XMDMAACDNUUUHQ-UHFFFAOYSA-N,O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1c(Br)ccc(Br)c1C3=O,-5.275355482,1.0,solvent_844,solute_2459,"polar,large"
ZJQXUTDROPGVLH-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccc(N)cc1,-5.054390523,1.0,solvent_844,solute_2460,"polar,small"
XDLMVUHYZWKMMD-UHFFFAOYSA-N,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,-4.517694567,1.0,solvent_844,solute_2461,"polar,small"
FPPLREPCQJZDAQ-UHFFFAOYSA-N,CC(C#N)CCC#N,-0.315484676,1.0,solvent_844,solute_2462,"polar,small"
PMDDQOHZLBZUSO-UHFFFAOYSA-N,CN(C)C(=O)c1cc2cnc(Cl)nc2n1C1CCCC1,-2.709126835,1.0,solvent_844,solute_2463,"polar,small"
TVRGPOFMYCMNRB-UHFFFAOYSA-N,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,-7.621689236,1.0,solvent_844,solute_2464,"polar,large"
