InChIKey,smiles_canon,LogS,occurence
ITDDTOSAIBLWDV-UHFFFAOYSA-N,C=CCC1CCCC(Br)C1OCC(O)CO,-3.978106445,1.0
IKYIXZSIKOYSLD-UHFFFAOYSA-N,O=C(O)C(CC1CC(I)C(O)C(I)C1)C1CCCCC1,-5.717848796,1.0
KNIVGGRCJWRCDV-UHFFFAOYSA-N,CC(C)N(CCC(C(N)=O)(C1CCCCC1)C1CCCCC1)C(C)C,-5.211488923,1.0
WVQBLGZPHOPPFO-GFCCVEGCSA-N,CCC1CCCC(C)C1N(C(=O)CCl)C(C)COC,-2.73,1.0
NKOLMUVZDOHNNB-UHFFFAOYSA-N,O=C(O)CCC1CCC2SC(C3CCCCC3)NC2C1,-4.480575962,1.0
SGMAKYJPZQNTQS-DUXPYHPUSA-N,CN1CC2CCN(C(=O)C=CC3CCC([N+](=O)[O-])S3)C1C2,-3.064412791,1.0
GRTOGORTSDXSFK-XJTZBENFSA-N,COC(=O)C1=COC(C)C2CN3CCC4C5CCCCC5NC4C3CC12,-3.862860992,1.0
FDXOWEXWCPILKM-UHFFFAOYSA-N,CC(O)(CO)COC1CCCCC1,-1.310228781,1.0
WBDWTNWLWBQFJU-UHFFFAOYSA-N,COC1CCC(C2NC(N)NC(N)N2)CC1,-2.086503778,1.0
REQXYFLFNBBIRX-UHFFFAOYSA-N,NC(=O)C(O)(C1CCCCC1)C1CCCCC1,-1.436927712,1.0
HETTWOPRDUZXMX-UHFFFAOYSA-N,CC1CCC(C(=O)OC2CCC(N(CCBr)CCBr)CC2)CC1,-7.060267843,1.0
VXCUXAQPTKJOCT-MDZDMXLPSA-N,O=C(C=CC1CCCCC1)CCN1CCN(C2CCCCN2)CC1,-3.017119836,1.0
KQMVAGISDHMXJJ-UHFFFAOYSA-N,COC1CC(O)C2C(=O)C(C3CCC(O)CC3)COC2C1,-4.48138473,1.0
QQODLKZGRKWIFG-ZAAXVRCTSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1CCC(F)C(OC2CCCCC2)C1,-7.340000209,1.0
NSYSSMYQPLSPOD-UHFFFAOYSA-N,CC1CC(O)CC(=O)O1,0.376368285,1.0
ALFSJNBVYSQVGG-UHFFFAOYSA-N,CCC(=O)C1CCC(OCC(O)CO)CC1,-1.717275616,1.0
QPJRVPQZLARJGF-UHFFFAOYSA-N,CC(C(=O)O)C1CCC2OC(C3CCCC(F)C3)NC2C1,-3.905033823,1.0
MEGRETRVTYTRSM-UHFFFAOYSA-N,CCNC(=O)C1CCC(C)C(N(CCCl)CCCl)C1,-4.750985579,1.0
MZMHSWCIXSDEPD-UHFFFAOYSA-N,CCN(CC)C1C(=O)N(C2CCCCC2)C(=O)N(CC)C1C,-2.916835988,1.0
SWXGTCKIGMOVFI-UHFFFAOYSA-N,O=C1CC2(C(=O)N1)C1CCCCC1CCC1CCCCC12,-5.266894631,1.0
OKHORWCUMZIORR-UHFFFAOYSA-N,COC(=O)CC1C2CC(OC)CCC2N(C(=O)C2CCC(Cl)CC2)C1C,-6.077568842,1.0
JNGWGQUYLVSFND-UHFFFAOYSA-N,CC1(C2CCCCC2)NC(=O)NC1=O,-1.459671144,1.0
AWDKLHCXDUACLM-UHFFFAOYSA-N,COC1CC2CCN(C)C(CCC3CCC([N+](=O)[O-])CC3)C2CC1OC,-4.629239045,1.0
WXTVPMWCUMEVSZ-UHFFFAOYSA-N,NC1C(I)CC(C(=O)O)CC1I,-4.846362796,1.0
NSXDSAVBBBKTAM-UHFFFAOYSA-N,NC1C2CCCCC2NC2C(Cl)CCCC12,-4.580351812,1.0
IPDQDGCZABYZKF-UHFFFAOYSA-N,S=C1NC(=S)C(C2CCCCC2)(C2CCCCC2)N1,-2.71119681,1.0
LGDFHDKSYGVKDC-UHFFFAOYSA-N,O=S(=O)(O)C1CCC(O)C2NCCCC21,-0.354430976,1.0
YNZFUWZUGRBMHL-UHFFFAOYSA-N,OCCN1CCN(CCCN2C3CCCCC3C=CC3CCCCC32)CC1,-3.574007374,1.0
AUJXJFHANFIVKH-GQCTYLIASA-N,COC(=O)C=CC1CCC(O)C(OC)C1,-2.172379806,1.0
HJSFDYCHYVGVDC-UHFFFAOYSA-N,CC(C)NC(=O)OC1CCN(CCCC(=O)C2CCC(F)CC2)CC1,-3.635050194,1.0
DDBLLZWYBUXMDY-UHFFFAOYSA-N,O=C(CCl)NC1NC2CC(Cl)CCC2O1,-3.265419034,1.0
UKVLTPAGJIYSGN-UHFFFAOYSA-N,OC(CN1CCNC1)C1CCC(Cl)CC1Cl,-3.257837397,1.0
QNZBHXVTDNAOEC-UHFFFAOYSA-N,CCC(CCN1CCCCC1)(C(N)=O)C1CCCC2CCCCC21,-5.102931893,1.0
MDLAAYDRRZXJIF-UHFFFAOYSA-N,OC1(C2CCC(Cl)C(C(F)(F)F)C2)CCN(CCCC(C2CCC(F)CC2)C2CCC(F)CC2)CC1,-8.385256674,1.0
JFGILDJCNBOAGG-UHFFFAOYSA-N,CCC(=O)N1C2CCC1CN(CCC(=O)C1CCCCC1)C2,-2.796461597,1.0
MVHSJESGFPGIJJ-UHFFFAOYSA-N,CN1CC2CCC(C1)N2C(=O)C1CCCCC1[N+](=O)[O-],-2.325875495,1.0
OETBURNRZVFMMY-UHFFFAOYSA-N,COC1CC(C(=O)N(C(C)C)C(C)C)CC(OC)C1OC,-3.110544134,1.0
CDUYSGJRDZEJPK-UHFFFAOYSA-N,CC(=O)C1CCC(OC(C)(C)C(=O)O)CC1,-2.032955028,1.0
QKLVXOYMOLDCNG-UHFFFAOYSA-N,CCOC1CCCCC1N1C(=O)C2C3CCC(O3)C2C1=O,-1.215320251,1.0
ARPYQKTVRGFPIS-UHFFFAOYSA-N,CC(C(=O)O)C1CCC2OC(C3CCC(F)CC3)NC2C1,-3.905033823,1.0
KWPNNZKRAQDVPZ-UHFFFAOYSA-N,CC1CCCCC1NC(=S)NC1CCCCC1C,-4.749897279,1.0
ZKURGBYDCVNWKH-UHFFFAOYSA-N,CN(C)C1CCC2C(C1)SC1CC(N(C)C)CCC1N2C(=O)C1CCCCC1,-6.876196657,1.0
DLGSOJOOYHWROO-WQLSENKSSA-N,CN1C(=O)C(=NNC(N)=S)C2CCCCC21,-3.007624316,1.0
KICUGLVMRAJYPD-UHFFFAOYSA-N,NC(=O)C1(C2CCC(Cl)CC2Cl)OC1(Cl)Cl,-3.730297662,1.0
CHDCOQRRIRGECX-UHFFFAOYSA-N,O=S(=O)(O)SCCNCCCCCCC1CCCCC1,-2.784854038,1.0
FZGZDDRZAZBANV-UHFFFAOYSA-N,OCC(O)COC1CCC(Br)CC1,-2.496876922,1.0
JOLPMPPNHIACPD-ZZXKWVIFSA-N,NC1CCC(C=CC(=O)O)CC1,-0.982207335,1.0
GBYNWLIJDNPFRH-UHFFFAOYSA-N,NC1CCC(C(=O)NC2CCCCN2)CC1,-1.743407965,1.0
OPQULRTWFOXNTE-UHFFFAOYSA-N,NC(=O)C1C2CCCCC2CCC2NCCCC21,-2.434106206,1.0
RAPZEAPATHNIPO-UHFFFAOYSA-N,CC1NC2CCCCN2C(=O)C1CCN1CCC(C2NOC3CC(F)CCC32)CC1,-5.279254326,1.0
KLSLAJCPPHOEAM-UHFFFAOYSA-N,CCN(CC)CCOC(=O)COC1C(C(C)C)CCC(C)C1C(=O)OC,-4.386760474,1.0
JXCWCFNXJLYNDP-QXAKKESOSA-N,CC(=O)CN1CCC23CCCCC2C1CC1CCC(O)CC13,-2.442848348,1.0
JWUCHKBSVLQQCO-MRXNPFEDSA-N,OC(CN1CNCN1)(C1CCC(F)CC1)C1CCCCC1F,-3.3699999,1.0
XGXDBLPZUSKNSA-SCZZXKLOSA-N,CC1CC(N)C(=O)N1C1CCCCC1,-1.083415882,1.0
RSMPEQBSFXBQMJ-UHFFFAOYSA-N,CCCCOC1CCC(CC(N)=O)CC1,-2.506310194,1.0
DNEJXIPLCRHMSL-UHFFFAOYSA-N,NC1=NC2CCC(Cl)CC2N(C2CCCCC2)C(=O)C1,-2.225508425,1.0
BOOMHTFCWOJWFO-UHFFFAOYSA-N,NC1CCCNC1C(=O)O,-0.357802843,1.0
DSVCXDBXXBVSEB-UHFFFAOYSA-N,CCOP(=O)(OCC)SC1CCC([N+](=O)[O-])CC1,-3.472166375,1.0
RMHWROMEMLMRSO-UHFFFAOYSA-N,CCC1CCCCC1C(=O)OC1CCC(N(CCBr)CCBr)CC1,-7.582645756,1.0
CTHUKFGHEPDDJE-UHFFFAOYSA-N,CCCCC1C(=O)NC(=S)NC1C,-2.366848077,1.0
FYOZSKRVTISLHE-UHFFFAOYSA-N,CCOC(=O)C1CC2C(CCC3CCCCC32)OC1=O,-3.528201759,1.0
CGRCGRBHNKRILW-JQIJEIRASA-N,O=C1OC(=C2C(=O)OC3CCCCC23)C(O)=C1C1CCCCC1,-1.765949423,1.0
GEYZYDGDYWJOGO-UHFFFAOYSA-N,COC1CC2CCN(C)C(CCC3CCCCC3[N+](=O)[O-])C2CC1OC,-4.629239045,1.0
GVOUFPWUYJWQSK-UHFFFAOYSA-N,CC(=O)OC1CCC(C(=C2CCCCC2)C2CCC(OC(C)=O)CC2)CC1,-6.624209658,1.0
RWOCMBGJVOHSLJ-UHFFFAOYSA-N,CC1CC(C(=O)CC2CCC(F)CC2)CC(C(=O)O)C1O,-4.463731805,1.0
ZHPKYOHYUWTINN-UHFFFAOYSA-N,CCC1(C2CCC([N+](=O)[O-])CC2)CCC(=O)NC1=O,-2.832153049,1.0
ZGLVYSGVOOIUBG-UHFFFAOYSA-N,CN(CC1CCC(Cl)CC1Cl)S(N)(=O)=O,-2.771966868,1.0
YYRYCTNXXHOENE-UHFFFAOYSA-N,O=C1C2CCCCC2C(=O)C1(CN1CCOCC1)C1CCCCC1,-2.062032342,1.0
ZVXBAHLOGZCFTP-UHFFFAOYSA-N,CCOC(=O)COC1CCC2C(=O)CC(C3CCCCC3)OC2C1,-4.709311741,1.0
RDUHXGIIUDVSHR-UHFFFAOYSA-N,CCCCNCC(O)C1CCC(O)CC1,-0.284117508,1.0
CSGBRIWXMBIKEM-UHFFFAOYSA-N,CCOC1CC(C(=O)N(CC)CC)CCC1O,-2.251444267,1.0
FEWVYFMOKCOJNJ-UHFFFAOYSA-N,CC1CC(C)NC(NC(=O)C2CCC(N)CC2)C1,-2.881487279,1.0
KQPCUJSGFVRMQT-UHFFFAOYSA-N,CC(CCN1CCOCC1)(C(N)=O)C1CCCC2CCCCC21,-3.103793976,1.0
IUGDILGOLSSKNE-UHFFFAOYSA-N,OC1CCC(C(C2CCC(O)CC2)C(Cl)(Cl)Cl)CC1,-4.817919689,1.0
MFYJYJNQWAXDNP-UKTHLTGXSA-N,O=C(C=NN1CCOCC1)C1CCC([N+](=O)[O-])CC1,-1.663737204,1.0
LVISWIXSNZQRHA-UHFFFAOYSA-N,CC(C)NCC(O)C1CCCC(O)C1,0.370247767,1.0
RXPRRQLKFXBCSJ-GIVPXCGWSA-N,CCC12CCCN3CCC4C5CCCCC5N(C4C31)C(O)(C(=O)OC)C2,-4.834220309,1.0
VSOOBQALJVLTBH-UHFFFAOYSA-N,COC(=O)C1CCCCC1S(N)(=O)=O,-0.779369761,1.0
AABQVBFXZKSBOW-UHFFFAOYSA-N,CCOC(=O)C1C(C)CCC(C(C)C)C1OCC(=O)OCCN1CCCCC1,-5.318582792,1.0
IYCHDNQCHLMLJZ-UHFFFAOYSA-N,O=C(NO)C1CCCNC1,0.28132846,1.0
GJXXUHGUCBUXSL-UHFFFAOYSA-N,NC1CCC2OC(=O)NC2C1,-1.631180588,1.0
NIHRMUCHYZKKDX-UHFFFAOYSA-N,CC(=O)C1CCCCC1OCC(O)CN1CCN(C2CCCCC2Cl)CC1,-3.388431885,1.0
XGVJWXAYKUHDOO-DANNLKNASA-N,OC1C=C2CCN3CC4CC5OCOC5CC4C(C1O)C23,-2.613074174,1.0
KRRMOOMFGMSJHJ-UHFFFAOYSA-N,CC1CCCCC1C(=O)OC1CCC(N(CCCl)CCCl)CC1,-6.261299857,1.0
BPBYGUGIURNKEG-UHFFFAOYSA-N,O=C1NC(=O)C2(N1)C1CCCCC1CCC1CCCCC12,-5.024574623,1.0
CWPGNVFCJOPXFB-UHFFFAOYSA-N,CC(C)=CCC1=C(O)C2CCCCC2C(=O)C1=O,-4.124235422,1.0
CUQCMXFWIMOWRP-UHFFFAOYSA-N,NC(N)=NC(N)=NC1CCCCC1,-1.432979339,1.0
BJYONXICRMQIJO-UHFFFAOYSA-N,O=C(O)CC1CCC2SC(C3CCCCN3)NC2C1,-2.638764086,1.0
POVITWJTUUJBNK-UHFFFAOYSA-N,C=CC(=O)NC1CCC(O)CC1,-0.924854526,1.0
UYXCSOAMZMOWRY-UHFFFAOYSA-N,O=C1NS(=O)(=O)CC2CCCCC12,-1.249601528,1.0
DCKXNKRUGUYEPS-UHFFFAOYSA-N,O=C(OC1CCC(N(CCCl)CCCl)CC1)C1CCCCC1,-5.690990336,1.0
YDSDEBIZUNNPOB-UHFFFAOYSA-N,CCC(=O)N(C1CCCCC1)C1(C(=O)OC)CCN(CCC2CCCCC2)CC1,-4.971781436,1.0
VJKVHUZOVAWKEB-UHFFFAOYSA-N,CCC1=C(C2CCC(OC)CC2)CCC(C(=O)O)C1C,-5.454243744,1.0
SZMWFUBOZRDQPO-UHFFFAOYSA-N,CN1C(=O)C2NC(C3CC3)NC2N(C)C1=O,-1.621069788,1.0
KPSPULPPMWHXGE-UHFFFAOYSA-N,NC1CCCC(C(=O)NC2CCCCC2)C1,-2.26994694,1.0
MPQHRPVQJUEINF-UHFFFAOYSA-N,COC1CCC2NC3CCCCC3C(N)C2C1,-4.067456399,1.0
NTOIBZJBOAYNRO-UHFFFAOYSA-N,CCOC1CCC(COCC(O)CO)CC1,-1.818072373,1.0
RUCYUEOPKJWVRX-UHFFFAOYSA-N,CC1CCC(C2(C(N)=O)OC2Cl)C(Cl)C1,-3.05865023,1.0
WURBVZBTWMNKQT-ZDUSSCGKSA-N,CC(C)(C)C(=O)C(OC1CCC(Cl)CC1)N1CNCN1,-3.6099999,1.0
MKXWZVYEVYAFOZ-UHFFFAOYSA-N,CC(C)OC(=O)C1C(C)CCC(C(C)C)C1OCC(=O)OCCN1CCCCC1,-5.776798648,1.0
PDOLRXVBUWVQQX-UHFFFAOYSA-N,COC(=O)C1C(C)CCC(C(C)C)C1OCC(=O)NCCN(C)C,-3.846561797,1.0
GWQUZVAKPOUIRG-UHFFFAOYSA-N,COC1CCCC(C(=O)OC2CCC(N(CCBr)CCBr)CC2)C1,-6.778685457,1.0
MMKOENPMBPNDHX-UHFFFAOYSA-N,CN1C(CCO)CNC1[N+](=O)[O-],-0.837192807,1.0
GEXJJXJFZFVTFV-UHFFFAOYSA-N,COC(=O)C(C)(C)CCC1NC2SC(CCC(C)(C)C(=O)OC)NC2S1,-6.41862398,1.0
PZABEXWNZYLYEY-UHFFFAOYSA-N,CCN(CC)CCOCCCOC(=O)C1CCC(N)CC1,-2.220957149,1.0
BUYJXXRXCHMFDZ-UHFFFAOYSA-N,COC1CC2SC3CCC(Cl)CC3N(CCCN(C)C)C2CC1O,-5.847829821,1.0
KXWBJMRKTBNVNY-UHFFFAOYSA-N,CC(C)CC1CCC(CC(=O)NO)CC1,-2.703758856,1.0
IUQRFVREMWMGPS-UHFFFAOYSA-N,CCCCNC1=CC(=O)C2NCCCC2C1=O,-1.374118863,1.0
NMWQEPCLNXHPDX-UHFFFAOYSA-N,CC(C)(C)C1NNC(NS(=O)(=O)C2CCCCC2)S1,-4.094203661,1.0
VBEZUCAXMREMFB-UHFFFAOYSA-N,CN(C)C(=O)COC1C2CCCCC2CCC2CCCCC21,-5.505653091,1.0
DTVJXCOMJLLMAK-UHFFFAOYSA-N,O=C(OCCOCCN1CCCCC1)N1C2CCCCC2SC2CCCNC21,-6.429800113,1.0
CAJIGINSTLKQMM-UHFFFAOYSA-N,CCCOC1CC(N)CCC1C(=O)OCCN(CC)CC,-2.942591138,1.0
NPDBEUDAYBQLHV-UHFFFAOYSA-N,CC1CC(=O)C(N2CCOCC2)NN1,-1.183318788,1.0
UEYYGXZIKYKIMT-UHFFFAOYSA-N,OCC(O)COC1C(Cl)CC(Cl)CC1Cl,-3.56574228,1.0
ZZGMTCKULVMTDB-UHFFFAOYSA-N,CC(=O)N(C)C(C)C(O)C1CCCCC1,-1.219632699,1.0
JJJJNMZRKHIJBC-UHFFFAOYSA-N,C1CCC(C(CCN2CCN(C3CCCNN3)CC2)C2CCCCC2)CC1,-4.537442507,1.0
PPLORUTUJXLHEI-UHFFFAOYSA-N,C=CCOC1CCCCC1C(=O)NCCO,-1.803315813,1.0
YFEPHJVWLFGWKH-CQSZACIVSA-N,COC1CC2C3CC4CCCN4CC3C3CCC(OC)C(OC)C3C2CC1OC,-5.719691027,1.0
YTCSKUDULFDUDD-UHFFFAOYSA-N,NCCCN1C2CCC(O)CC2SC2CCC(Cl)CC21,-5.659497421,1.0
PCUVRILJYXQWBX-UHFFFAOYSA-N,C#CCN1C(=O)C2CCCCC2CS1(=O)=O,-1.885821128,1.0
TZLVOSZIPXICJI-UHFFFAOYSA-N,CC1CCCC(C)C1C(=O)OC1CCC(N(CCCl)CCCl)CC1,-6.829816298,1.0
FSASIHFSFGAIJM-UHFFFAOYSA-N,CN1CNC(N)C2NCNC21,-0.480972941,1.0
QJNSVIYGOVNUCN-UHFFFAOYSA-N,O=C1CCCC2CCCCC2N1CC1=NCCN1,-2.352736203,1.0
DRCKREXMVGWWIE-UHFFFAOYSA-N,O=C(NC1CCCNC1)C1CCC([N+](=O)[O-])CC1,-2.97776289,1.0
FOMASEJNMWIVAC-XDJHFCHBSA-N,CNC(=O)ON=C1C2CCCCC2CCC2NCCCC12,-4.869409293,1.0
BAMSHZXIILXXOZ-UHFFFAOYSA-N,CCNC(=O)OCC(CO)(C1CCCCC1)C1CCCCC1,-3.7342692,1.0
HWYDUXWJTPHYRD-UHFFFAOYSA-N,CC(C1CCC2OC(C3CCC(Cl)CC3)NC2C1)C1NNNN1,-8.143676616,1.0
CAANODYIPBBLNZ-UHFFFAOYSA-N,O=C(O)COC1CCC(CC2CCCS2)C(Cl)C1Cl,-5.124728824,1.0
UKOJVGHJIMUQHH-UHFFFAOYSA-N,CC1CNC([N+](=O)[O-])N1CCCl,-2.439616821,1.0
RMQKPRRJSKFBRU-UHFFFAOYSA-N,CCOC(=O)C(CC)(C(=O)NCCN(CC)CC)C1CCCCC1,-3.854005531,1.0
HLNXBLMILSOABY-CMDGGOBGSA-N,CC(C)(CO)NC(=O)C=CC1CCCCC1,-1.812090244,1.0
LPGDEHBASRKTDG-UHFFFAOYSA-N,CC(=O)N1C(=O)C(=O)C2CCCCC21,-1.917016782,1.0
GASFPZMOLAWCDO-UHFFFAOYSA-N,CC1CCCNC1N(C)C(=O)C1CCC(N)CC1,-2.884235987,1.0
WQDLJCDVQLHYOK-UHFFFAOYSA-N,CC(C(=O)O)C1CCC2OC(C3CC(Cl)CC(Cl)C3)NC2C1,-5.206410084,1.0
ITIONVBQFUNVJV-UHFFFAOYSA-N,CCN1C(=O)C2CCCCC2C1NC1CCC(OCCN2CCCCC2)CC1,-3.859222531,1.0
MUKSMBAVCDPKRC-UHFFFAOYSA-N,CC1CCC2C(C1)OC1NCC(N)CC1C(=O)N2C,-3.04,1.0
ZNRUHYACSYSCBU-UHFFFAOYSA-N,COC1CC(C(=O)N2CCCC3CCCCC32)CC(OC)C1OC,-4.118852797,1.0
DVVILHAVIZXVQQ-UHFFFAOYSA-N,CC1C(I)C(=O)N(C2CCCCC2)C(=O)N1C,-2.640992008,1.0
VNDAPXAHSWGLCJ-SOFGYWHQSA-N,CCCCC(=CC1CNC([N+](=O)[O-])N1C)[N+](=O)[O-],-3.493032072,1.0
IBHICZHJJGSIKX-UHFFFAOYSA-N,COC(=O)C1C(C)CCC(C(C)C)C1OCC(=O)OCCN(C)C,-3.343474229,1.0
XURNBUIOYGQEST-UHFFFAOYSA-N,O=C1NC(=O)C2(N1)C1CCCCC1CCCC1CCCCC12,-5.546284263,1.0
HYSSJKYEXPISGA-UHFFFAOYSA-N,COC1CCC(C(=O)OC2CCC(N(CCCl)CCCl)CC2)CC1,-5.978436508,1.0
PMMVHZSWDJDSQU-UHFFFAOYSA-N,CCC(=O)N1CC2CCC([N+](=O)[O-])CC2CO1,-2.774539046,1.0
OWMJKFSJIQIFBC-APSNUPSMSA-N,CC(C)CN(CC(=O)NN=CC1CCC([N+](=O)[O-])O1)CC(C)C,-4.068575653,1.0
ABGJIKXMJUSARA-UHFFFAOYSA-N,CCC1CNC([N+](=O)[O-])N1CCO,-1.359116097,1.0
NTJJPDBWQWPWKN-UHFFFAOYSA-N,CC(=O)NC1NC(C)C(C)O1,-1.208448709,1.0
VWNWVCJGUMZDIU-UHFFFAOYSA-N,CC(CN1C2CCCCC2SC2CCC(S(=O)(=O)N(C)C)CC21)N(C)C,-5.180828772,1.0
IYTZFCYXBYJPPR-UHFFFAOYSA-N,CC1NCC([N+](=O)[O-])N1CC#N,-1.008286602,1.0
TUZIOXPOHMWNKY-UHFFFAOYSA-N,CCCC1(C2CCCC(OC(C)=O)C2)CCN(CCC2CCC(OC(C)=O)CC2)C1,-5.384394775,1.0
OZWKMVRBQXNZKK-UHFFFAOYSA-N,O=C(O)C1CCN2C(C(=O)C3CCCCC3)CCC12,-3.259993195,1.0
IHHSSHCBRVYGJX-UHFFFAOYSA-N,COC1CCC2NC3CC(Cl)CCC3C(N)C2C1,-4.867497689,1.0
RNAGZQQIHXIDQH-UHFFFAOYSA-N,CC(=O)C1(C2CCCC(O)C2)CCN(C)CC1,-1.172035563,1.0
BEHGHYQVNYVAMD-UHFFFAOYSA-N,NC(=O)C(CCN1CCCCC1)(CCN1CCCCC1)C1CCCC2CCCCC21,-6.191935004,1.0
MFKMOLJNQHPVHC-UHFFFAOYSA-N,COC1CCC(COCC(O)CO)CC1,-1.29745369,1.0
SWMGZHSQTIHKNA-UHFFFAOYSA-N,CC1CCC(C(=O)N2CCOCC2)CC1N(CCCl)CCCl,-3.900661581,1.0
TYYIOZHLPIBQCJ-UHFFFAOYSA-N,NC1CCC(C(C2CCC(N)CC2)C(Cl)(Cl)Cl)CC1,-4.637035902,1.0
OVKDZRWGBXJOPR-UHFFFAOYSA-N,CCOC(=O)CN1C(CC)CNC1[N+](=O)[O-],-2.523937643,1.0
KIUPORFCHKEHRJ-UHFFFAOYSA-N,CC(C(=O)O)C1CCC2OC(C3CCCCC3)NC2C1,-3.603498733,1.0
YRUPBAWWCPVHFT-UHFFFAOYSA-N,OC1CCC(NC2CCC(O)CC2)CC1,-2.060643909,1.0
PUADUYHPJCGDTM-UHFFFAOYSA-N,CCN(CC)CCN1C2CCCCC2C(=O)N(O)C2CCCCC21,-5.242920607,1.0
ZQMKOOCHXJRCFG-UHFFFAOYSA-N,NC1=NC2CCC(Br)CC2N(C2CCCCC2)C(=O)C1,-2.759845447,1.0
UPBRPBXVUIRXRY-UHFFFAOYSA-N,CC1CCCC(C)C1N(CCCN(C)C)C(=O)CC1CCCCC1,-4.911288786,1.0
UZSOAEWQSFKJHC-UHFFFAOYSA-N,OCCN(CC1CCC2CCCCC2N1)C1CCCCC1,-3.582467663,1.0
ZQDWXGKKHFNSQK-UHFFFAOYSA-N,OCCOCCN1CCN(C(C2CCCCC2)C2CCC(Cl)CC2)CC1,-2.942482097,1.0
QCIARNIKNKKHFH-UHFFFAOYSA-N,CN1C(=O)C2C(NCN2CCCl)N(C)C1=O,-1.740564955,1.0
OXBBIHZWNDPBMQ-UHFFFAOYSA-N,OCCOCCN1CCN(C(C2CCCCC2)C2CCCCC2)CC1,-2.14113993,1.0
VTTONGPRPXSUTJ-UHFFFAOYSA-N,CN(C)CCC1CNC2CCC(O)CC12,-0.671721689,1.0
HPOUDGQCZNPFSH-UHFFFAOYSA-N,CCCC1(C2CCCC(O)C2)CCN(CCC2CCC(N)CC2)C1,-3.679942165,1.0
WWOQNKXXDOLCLH-UHFFFAOYSA-N,CC1NC(C(N)=O)CC2C3CCCCC3NC12,-3.693701904,1.0
RODXRVNMMDRFIK-UHFFFAOYSA-N,COC1CC2CCC(=O)OC2CC1O,-2.380432773,1.0
ILEDWLMCKZNDJK-UHFFFAOYSA-N,O=C1CCC2CC(O)C(O)CC2O1,-1.744940752,1.0
NBEALWAVEGMZQY-UHFFFAOYSA-N,C#CC(OC(=O)NC1CCCCC1)(C1CCCCC1)C1CCCCC1,-7.08843707,1.0
LYFYXKGHAQOPTP-DHDCSXOGSA-N,CC(C)N1CCN(CC(=O)NN=CC2CCC([N+](=O)[O-])O2)CC1,-3.402466925,1.0
AVOLMBLBETYQHX-UHFFFAOYSA-N,C=C(CC)C(=O)C1CCC(OCC(=O)O)C(Cl)C1Cl,-4.049147842,1.0
WLBASKRZYJUCTA-UHFFFAOYSA-N,CC(=O)NC1NC(C(F)(F)F)CO1,-1.387141576,1.0
AYDXAULLCROVIT-UHFFFAOYSA-N,CCC(C(=O)O)C1CCC(N2CC3CCCCC3C2=O)CC1,-4.390053717,1.0
NRFGEDASJHBPPN-UHFFFAOYSA-N,CC(=O)OC1C(Br)CC(Cl)CC1C(=S)NC1CCC(Br)CC1,-6.815467207,1.0
CDVQLCYIDGFKKI-UHFFFAOYSA-N,CC(CC1CCCCC1)NNC(=O)C(O)(C1CCCCC1)C1CCCCC1,-4.539820125,1.0
MIQYLPZRCQLVEI-PSOYPTMXSA-N,CCC(=O)OC12C=CC(=O)C3OC4C(OC)CCC5CC1N(C)CCC32C54,-2.791542534,1.0
HEMJJKBWTPKOJG-UHFFFAOYSA-N,CC1CCC(C)C(OCCCC(C)(C)C(=O)O)C1,-4.359906616,1.0
RFGXJQLQGRJKMD-UHFFFAOYSA-N,NC1C2CCCCC2NC2CC([N+](=O)[O-])CCC21,-4.341396386,1.0
YYCRAERBSFHMPL-XFKAJCMBSA-N,COC1CCC2CC3N(C)CCC45C(OC1C24)C(=O)C=CC35O,-2.459005977,1.0
KGHXFBVYXDFJGG-UHFFFAOYSA-N,CC(=O)OC1CCCCC1C(N)=O,-0.166917582,1.0
JRFKIOFLCXKVOT-UHFFFAOYSA-N,O=C(NCO)C1CCCNC1,0.534807205,1.0
BYFMCKSPFYVMOU-UHFFFAOYSA-N,O=C(O)COC1NN(CC2CCCCC2)C2CCCCC12,-3.934041796,1.0
SKALQPVVCXEHKD-UHFFFAOYSA-N,CC1CCC(SCCNC2CCCCC2C(N)=O)CC1,-3.978395918,1.0
GSYJYMHUFBKDCU-UHFFFAOYSA-N,COC1CC(C(=O)N2CCCC2)CC(OC)C1OC,-2.083307851,1.0
PLPDHGOODMBBGN-VOTSOKGWSA-N,O=C(O)C=CC(=O)C1CCCCC1,-1.398361785,1.0
YFTRBASNPFHPAJ-UHFFFAOYSA-N,OCC(O)COC1CCCCC1O,-0.650371166,1.0
GXBCCUBTQFNGFA-BJMVGYQFSA-N,NC(=S)NN=CC1CCCCN1,0.105903163,1.0
OGYDFHUEGLLFKA-UHFFFAOYSA-N,COCCN1C(=O)C2C(NCN2C)N(C)C1=O,-2.146578501,1.0
SKPLBLUECSEIFO-UHFFFAOYSA-N,NC(=O)OCC(O)COC1CCC(Cl)CC1,-1.463167705,1.0
AXVBJXVSFUOBFI-UHFFFAOYSA-N,CN(C)C1CCNC(N2CCN(CCC(C3CCCCC3)(C3CCCCC3)C3CCCCC3)CC2)N1,-6.9810147,1.0
FDCBVWSPDQQNRQ-UHFFFAOYSA-N,CCCC1CC(OCCCCCNCCSS(=O)(=O)O)NC2CCCCC12,-4.481951358,1.0
