,InChIKey,SMILES,LogS
7801,BGVYDWVAGZBEMJ-UHFFFAOYSA-N,CCOC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C(=C2O)N=NC4=CC=C(C=C4)C(=O)N,-7.581971828
7802,YPACMOORZSDQDQ-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)OCCCOC(=O)C2=CC=C(C=C2)N)N,-4.895339934
7803,VEMDQCGHZNXORX-UHFFFAOYSA-N,CC(=O)CC(=O)NC1=CC2=C(C=C1)NC(=O)N2,-2.522679296
7804,ACRCGKKNPOZIPG-UHFFFAOYSA-N,CP1(=O)OCC2(CO1)COP(=O)(OC2)C,0.234001527
7805,DMQYPVOQAARSNF-UHFFFAOYSA-N,C=CC(=O)OCCCOCC(COCCCOC(=O)C=C)OCCCOC(=O)C=C,-2.552747688
7806,DQIVFTJHYKDOMZ-UHFFFAOYSA-N,C1=C(C=C(C(=C1N)O)S(=O)(=O)O)[N+](=O)[O-],-1.766194812
7807,LHZOTJOOBRODLL-UHFFFAOYSA-N,C1=CC2=[N+](C(=C(C(=O)N2C=C1)C3=CC(=CC=C3)C(F)(F)F)[O-])CC4=CN=CN=C4,-3.238529899
7808,XIICKRYAUAVEQS-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)CCO,-2.085071056
7809,FSPYMSUDIVFOHY-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N)N,-4.915647612
7810,SEKYBDYVXDAYPY-UHFFFAOYSA-N,CC12CC(C3C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC34C)O,-2.664548078
7811,ALXCWDABTQQKAH-UHFFFAOYSA-N,CCOCCCNS(=O)(=O)C1=CC=C(C=C1)OC2=C(C3=C(C(=C2)O)C(=O)C4=CC=CC=C4C3=O)N,-4.787463798
7812,BTBHLEZXCOBLCY-UHFFFAOYSA-N,CCOC1=NC=C(C2=C1C(C(=C(N2)C)C(=O)N)C3=C(C=C(C=C3)C#N)OC)C,-4.315500038
7813,GPLOHVHPULDLOP-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)C(=CN2CC(=O)N=C2S)C#N,-3.529322267
7814,MXAJYGSMFXDTIF-UHFFFAOYSA-N,C1=CC(=C(C=C1C(F)(F)F)NC(=O)CN2C=NC(=N2)[N+](=O)[O-])Cl,-5.968107015
7815,OWGNKUKYZPVEFS-UHFFFAOYSA-N,CC(=O)CC(=O)NC1=CC=C(C=C1)NC(=O)CC(=O)C,-2.924171469
7816,UDSOBQUPZDBBNO-UHFFFAOYSA-N,C1=CC2=C3C(=CC=C4C3=C1C5=C6C4=CC=C(C6=C(C=C5)C(=O)O)C(=O)O)C(=O)NC2=O,-2.498155686
7817,YZEZMSPGIPTEBA-UHFFFAOYSA-N,C1(=NC(=NC(=N1)NC2=NC(=NC(=N2)N)N)N)N,-3.982291175
7818,BAPRPWHVXHPSHD-UHFFFAOYSA-N,COCCOCCO[Si](CCCOCC1CO1)(OCCOCCOC)OCCOCCOC,-0.458991912
7819,YCPXWRQRBFJBPZ-UHFFFAOYSA-N,C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O,0.655500623
7820,DKOQYKRDCDCNOR-ZCCUTQAASA-N,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)Cl,-7.711977886
7821,PEEDOBFPBBICBX-UHFFFAOYSA-N,CC(=O)NCC(=O)NCCC(=O)O,-0.036533823
7822,AAKMSGQPNUGLAZ-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)NC2=CC=CC3=C2C(=O)C4=C(C3=O)C5=C(C=C4)C6=CC(=C7C(=C6N5)C(=O)C8=CC=CC=C8C7=O)NC(=O)C9=CC=CC=C9,-5.647161332
7823,OUHCNDIVBVVGQH-RGINJTCGSA-N,COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3/C(=N/NC4=C(C=CC(=C4)C(=O)NC5=C(C=CC(=C5)Cl)Cl)C(=O)OC)/C2=O,-8.175067812
7824,OVUBDKNXJHOLMI-ZVAWYAOSSA-N,CCCCC(CC)C(=O)N[C@@H](CCC(=O)NCCCC)C(=O)NCCCC,-4.542455571
7825,PUSZQUJVSQNJEI-FSSWDIPSSA-N,CC1=CC=C(C=C1)C(=O)OC[C@H]2[C@@H](C[C@H](O2)N3C=C(C(=O)NC3=O)C)OC(=O)C4=CC=C(C=C4)C,-6.017124655
7826,BWCSCOGVOJAQRL-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC2=C(C=C1)NC(=O)N2)N=NC3=CC=CC=C3OC,-7.630597435
7827,SFUJTLIHMWZDTL-UHFFFAOYSA-N,CC(=O)NC1=CC(=CC(=C1O)N)S(=O)(=O)O,-2.090324021
7828,OHALSGVLUGOHKA-UHFFFAOYSA-N,CC(C)OP(=O)(NCCSP(=O)(C1=CC=CC=C1)OC)OC(C)C,-2.049250427
7829,MZZYGYNZAOVRTG-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)NC2=NC=NN2)O,-4.66264682
7830,OQWQAIRBZGBTBN-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC=CC=C1OC)N=NC2=C(C=CC(=C2)[N+](=O)[O-])OC,-7.308242378
7831,JXQGLWUIDPXMHD-LBPRGKRZSA-N,CSCC[C@@H](C(=O)O)NC(=O)CNC(=O)OCC1=CC=CC=C1,-4.18955845
7832,GSITZZUEHIPPMH-UHFFFAOYSA-N,C1=CC(=CC=C1N)NC2=C(C=C(C=C2)[N+](=O)[O-])S(=O)(=O)O,-1.598279701
7833,DLQMNSDNQWLFSS-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC2=C(C=C1)NC(=O)N2)N=NC3=C(C=C(C=C3)Cl)[N+](=O)[O-],-7.47377873
7834,FDXVHZCFTCIKDD-UHFFFAOYSA-N,CC1=CC(=CC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C6=C7C5=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC(=CC(=C9)C)C)C2=O)C,-8.631049594
7835,AZFZQYUDLXNVMW-UHFFFAOYSA-N,CCOC1=NC=C(C2=C1C(C(=C(N2)C)C(=O)OCCC#N)C3=C(C=C(C=C3)C#N)OC)C,-6.173588114
7836,IMEZLHZLIANIAS-UHFFFAOYSA-N,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,-4.236132661
7837,ZCVCEBXWRPIXKX-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C(N(C4=N3)C5CCCC5)C(=O)N(C)C,-6.337142587
7838,MCONGYNHPPCHSD-UHFFFAOYSA-N,COP(=O)(CCC(=O)NCO)OC,1.578490468
7839,BWKJXBKXGCGSPT-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC=CC=C1)N=NC2=CC=C(C=C2)C(=O)O,-4.132103794
7840,UGTLNJSCSSEXDI-UHFFFAOYSA-N,C1=CC2=C(C=CC=C2S(=O)(=O)N)C(=C1)S(=O)(=O)N,-4.082103339
7841,ZNDGAXCBZGSJGU-UHFFFAOYSA-N,CN1C(=C(C(=O)N(C1=O)C)NC=O)N,-1.183118663
7842,AJTVSSFTXWNIRG-UHFFFAOYSA-N,C(CO)N(CCO)CCS(=O)(=O)O,0.590192718
7843,CWNHPGPSJLVQCK-UHFFFAOYSA-N,C1=CC=C(C=C1)CCN(CCC#N)C2=CC=C(C=C2)N=NC3=C(C=C(C=C3)[N+](=O)[O-])C#N,-7.3056584
7844,WQNQTJSLPDZSDK-UHFFFAOYSA-N,CN(C)CCC[NH+]([O-])S(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-0.291539946
7845,VUDOFEJVAFMLEC-UHFFFAOYSA-N,C1=CC(=CC=C1NC(=S)NC2=CC=C(C=C2)S(=O)(=O)N)F,-2.989940081
7846,QQPGGBNMTNDKEY-UHFFFAOYSA-N,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN(N=N4)C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)CO)Cl,-6.461247842
7847,IBVAQQYNSHJXBV-UHFFFAOYSA-N,C(CCC(=O)NN)CC(=O)NN,-0.232453464
7848,ZHSOTLOTTDYIIK-UHFFFAOYSA-N,C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CC(C(=O)O)N)I,-4.415951253
7849,LRZWFURXIMFONG-HRSIRGMGSA-N,C[C@]12CC[C@@H]([C@@]([C@@H]1C[C@@H]([C@@]3([C@@H]2[C@H](C4=C(O3)C=C(OC4=O)C5=CN=CC=C5)O)C)O)(C)COC(=O)C6CC6)OC(=O)C7CC7,-4.373873137
7850,MBUAAMOJATXYKR-UHFFFAOYSA-N,C1=CC(=CC=C1N)OP(=S)(OC2=CC=C(C=C2)N)OC3=CC=C(C=C3)N,-5.309397383
7851,HKYYDLYCGBDWSB-UHFFFAOYSA-N,CC1=NN(C(=O)C1N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC4C(=NN(C4=O)C5=CC=CC=C5)C)Cl)Cl)C6=CC=CC=C6,-8.141623944
7852,LDCCBULMAFILCT-UHFFFAOYSA-N,C1=CC(=C(C=C1S(=O)(=O)O)N)S(=O)(=O)O,-1.812475244
7853,JICJBGPOMZQUBB-UHFFFAOYSA-N,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,-4.02871092
7854,GNCOVOVCHIHPHP-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC=CC=C1)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC=CC=C4)Cl)Cl,-9.196936571
7855,MUERWWKQVXXPML-UHFFFAOYSA-N,C1=CC(=CC=C1N=NC2=C(C=C(C=C2Cl)[N+](=O)[O-])Cl)N(CCC#N)CCC#N,-7.115194321
7856,KQOGYTBOIWWUEW-KTKRTIGZSA-N,B(O)(OCC(CO)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,-4.602452091
7857,UTTHLMXOSUFZCQ-UHFFFAOYSA-N,C1=CC(=CC(=C1)C(=O)NN)C(=O)NN,-1.676509368
7858,PULNLYVCJSOXKS-UHFFFAOYSA-N,CCOC(=O)C1=NN(C2=C1CCN(C2=O)C3=CC=C(C=C3)N4CCCCC4=O)C5=CC=C(C=C5)OC,-4.628204066
7859,FDWRKVKXYZRYOD-UHFFFAOYSA-N,C(CN(CC#N)CC#N)N(CC#N)CC#N,-2.859264844
7860,MEIOLAIVIVFAFI-HNQUOIGGSA-N,C(CCCCC(=O)O)CCC/C=C/CCCCCCCOP(=O)(O)O,-4.197791186
7861,YIDVLWDHYNWHMH-UHFFFAOYSA-N,C1=CC(=CC=C1O)P(=O)(O)O,-8.240780561
7862,ZNLVMZLCIIIYPV-UHFFFAOYSA-N,CC(=O)OCC(CNC(=O)C1=C(C(=C(C(=C1I)N)I)C(=O)O)I)OC(=O)C,-1.386569453
7863,JXHSJUAPWJKPLE-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)N)[N+](=O)[O-],-4.653604994
7864,YMFWVWDPPIWORA-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC2=C(C=C1)NC(=O)N2)N=NC3=CC=CC=C3C(=O)O,-7.330900332
7865,CRRLDLPBQWRVGN-UHFFFAOYSA-N,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)NC(=O)CC(=O)C)C)NC(=O)CC(=O)C,-5.325016636
7866,NUMJNKDUHFCFJO-VQTJNVASSA-N,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)N)O)S(=O)(=O)C2=CC=C(C=C2)N,-3.929061235
7867,PLYDMIIYRWUYBP-UHFFFAOYSA-N,CCOC(=O)C1=NN(C(=O)C1N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC4C(=NN(C4=O)C5=CC=CC=C5)C(=O)OCC)Cl)Cl)C6=CC=CC=C6,-8.526558484
7868,OJXFZYFYTJJGFU-UHFFFAOYSA-N,CC1=C(C(=O)N=C(N1)N)CCO,-2.029699121
7869,XRICJEBVEBHBGH-UHFFFAOYSA-N,C1=CC=C(C=C1)NC2=CC=C(C=C2)C(=C3C=CC(=NC4=CC=CC=C4)C=C3)C5=CC=C(C=C5)NC6=CC=CC=C6S(=O)(=O)O,-8.37709809
7870,URFBLIYCWAORDM-UHFFFAOYSA-N,C(C(CO)O)NC(=O)C1=C(C(=C(C(=C1I)N)I)C(=O)O)I,-1.2901252
7871,OFVRAFISISJRPV-UHFFFAOYSA-N,CCCCOC(=O)C1=CC=CC=C1N=NC2=C(C(=CC3=CC=CC=C32)C(=O)NC4=CC5=C(C=C4)NC(=O)N5)O,-8.213805697
7872,NBOCQTNZUPTTEI-UHFFFAOYSA-N,C1=CC(=CC=C1OC2=CC=C(C=C2)S(=O)(=O)NN)S(=O)(=O)NN,-3.758471503
7873,MFJOKRDJJGVHTE-HBFKVTOISA-N,CS(=O)(=O)OC[C@@H]1[C@H](O1)C2[C@H](O2)COS(=O)(=O)C,-4.103881015
7874,JSRUDOBCTLPTFO-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1N=NC2=C(C=C(C=C2Br)[N+](=O)[O-])[N+](=O)[O-])OC)N(CCOC(=O)C)CCOC(=O)C,-8.080146686
7875,GLLYQJVICPAIGW-UHFFFAOYSA-N,C1=CC=C(C=C1)OC(=O)OCCOC2=C(C3=C(C(=C2)O)C(=O)C4=CC=CC=C4C3=O)N,-8.05441614
7876,TWMVKFBKKKQSHA-UHFFFAOYSA-N,CC(=O)NC1=CC(=C(C=C1N=NC2=C(C=C(C=C2Br)[N+](=O)[O-])[N+](=O)[O-])OC)N(CC(=O)OC)CC(=O)OC,-6.663948267
7877,HULNYTPFPARJMG-UHFFFAOYSA-N,COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C(=C2O)N=NC4=CC=C(C=C4)C(=O)N,-8.166782656
7878,RMSOEUVAYBPZEG-GPFIVKHLSA-N,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)N/N=C\3/C4=CC=CC=C4C=C(C3=O)C(=O)NC5=C(C=CC(=C5)Cl)OC,-8.184412194
7879,NAEXAHVLTQKKCY-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=C(C(=C2N=NC3=C(C=CC(=C3)Cl)Cl)O)C(=O)NC4=CC5=C(C=C4)NC(=O)N5,-7.461798734
7880,HTQMVQVXFRQIKW-UHFFFAOYSA-N,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,-6.497778833
7881,GBDJNEJIVMFTOJ-ZREQDNEKSA-N,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)N/N=C\3/C4=CC=CC=C4C=C(C3=O)C(=O)NC5=CC(=C(C=C5OC)Cl)OC,-7.846559273
7882,CZRVDACSCJKRFL-UHFFFAOYSA-N,CC1=C(C(=O)N(N1)C)C(=O)C2=C(C=C(C=C2)C(F)(F)F)S(=O)(=O)C,-0.719617736
7883,VTGOEJALMFECDQ-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC=CC=C1OC)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC=CC=C4OC)Cl)Cl,-8.423594682
7884,BCYNJKQQXIODNZ-UHFFFAOYSA-N,CCN(CC)C1=CC=C(C=C1)C(C2=CC=C(C=C2)N(CC)CC)C3=C(C=CC4=C3C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O,-0.698464651
7885,AYYCRXDSCYPSRP-UHFFFAOYSA-N,CC1=CC(=C(C(=C1NC2=C3C(=C(C=C2)NC4=C(C(=C(C=C4C)C)S(=O)(=O)NC5CCCCC5)C)C(=O)C6=CC=CC=C6C3=O)C)S(=O)(=O)NC7CCCCC7)C,-4.818693657
7886,SECKRCOLJRRGGV-UHFFFAOYSA-N,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,-4.843858622
7887,RUASBGDJNNJFOJ-UHFFFAOYSA-N,CC1=C(C=C(C=C1)Cl)N=NC2=C(C(=CC3=CC=CC=C32)C(=O)NC4=CC(=C(C=C4C)NC(=O)C5=CC6=CC=CC=C6C(=C5O)N=NC7=C(C=CC(=C7)Cl)C)C)O,-7.678194264
7888,WAEJKWBHPKBKKZ-UHFFFAOYSA-N,C1=CC(=CC(=C1)C2=C3C(=C(N2)O)C(=NC3=O)C4=CC=CC(=C4)C#N)C#N,-7.428931453
7889,RUDUCNPHDIMQCY-UHFFFAOYSA-N,C(C(=O)OCC(COC(=O)CS)(COC(=O)CS)COC(=O)CS)S,-2.795289226
7890,RRAOOBQCQCDRKP-UHFFFAOYSA-N,C1CC(CCC1C(=O)N(CCO)CCO)C(=O)N(CCO)CCO,-0.372289133
7891,LPICNYATEWGYHI-WIHCDAFUSA-N,COC1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=C(C=C3)OC)OC[C@@H]4[C@H](C[C@@H](O4)N5C=NC6=C(N=CN=C65)NC(=O)C7=CC=CC=C7)O,-6.671915918
7892,OKRNLSUTBJUVKA-UHFFFAOYSA-N,C(CCC(=O)N(CCO)CCO)CC(=O)N(CCO)CCO,0.278445642
7893,HXXOOSWHCMYQQV-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC2=C(C=C1)NC(=O)N2)N=NC3=CC=C(C=C3)[N+](=O)[O-],-7.525538978
7894,RDCAJFZYOSLJBZ-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC=CC=C1OC)N=NC2=CC=CC=C2C(=O)O,-4.228436292
7895,VCVKIIDXVWEWSZ-UHFFFAOYSA-N,C(CC(=O)O)C(C(=O)O)N(CC(=O)O)CC(=O)O,0.043601164
7896,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,-1.838450974
7897,KLMFZVQIWHSLOE-UHFFFAOYSA-N,CC1=C(C=CC(=C1)N(CCO)CCO)N=NC2=C(C=C(C=C2)S(=O)(=O)C)Cl,-7.462506083
7898,UQYUUJLYGFYTQK-UHFFFAOYSA-N,C1=CC(=CC=C1CCC2=CNC3=C2NC(=NC3=O)N)C(=O)O,-3.574286998
7899,ZGWIHQVDQSMSDT-UHFFFAOYSA-N,CCCCC(CC)CNS(=O)(=O)C1=CC=C(C=C1)N=NC2=C(C(=C(N(C2=O)CCCC)O)C#N)C,-8.797267541
7900,IAFBRPFISOTXSO-UHFFFAOYSA-N,CC1=CC(=C(C=C1)NC(=O)C(C(=O)C)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=C(C=C(C=C4)C)C)Cl)Cl)C,-9.292008086
7901,WNWZKKBGFYKSGA-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC(=C(C=C1OC)Cl)OC)N=NC2=CC(=C(C=C2OC)S(=O)(=O)NC3=CC=CC=C3)OC,-7.965432711
7902,IHJCXVZDYSXXFT-UHFFFAOYSA-N,C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)N,-2.455940489
7903,HMFKFHLTUCJZJO-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO,-3.241110473
7904,XRBKIMPIQSGVAO-UHFFFAOYSA-N,C1C2(COP(=O)(O1)CC3=CC=CC=C3)COP(=O)(OC2)CC4=CC=CC=C4,-4.121049299
7905,KONZVQJABTUMFX-NDENLUEZSA-N,C1=CC(=CC=C1C(=O)NCCC(=O)O)N/N=C\2/C=CC(=O)C(=C2)C(=O)O,-2.343544742
7906,LMULDSDQRQVZMW-UHFFFAOYSA-N,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)OC)N=NC2=C(C(=CC3=CC=CC=C32)C(=O)NC4=CC(=C(C=C4OC)OC)Cl)O,-7.90524947
7907,XXZATAXHOSMHKY-UHFFFAOYSA-N,C1CCN(CC1)C2(CCN(CC2)CC3=CC=CC=C3)C#N,-2.242884831
7908,SWELIMKTDYHAOY-UHFFFAOYSA-N,C1=C(NC(=NC1=O)N)N,-1.378141775
7909,QNAYBMKLOCPYGJ-REOHCLBHSA-N,C[C@@H](C(=O)O)N,0.271566755
7910,YUBVPYQJGHKIIA-UHFFFAOYSA-N,CC1=CNC(=O)C2=C1NC(=C(C2C3=C(C=C(C=C3)C#N)OC)C(=O)OCCC#N)C,-4.814419457
7911,JOBBTVPTPXRUBP-UHFFFAOYSA-N,C(CS)C(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.123144219
7912,KNDVJPKNBVIKML-UHFFFAOYSA-N,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)CN4N=C(N=N4)C(F)(F)F)C(=O)NC)C#N,-5.657135562
7913,PXJTYSVQFWJIMQ-UHFFFAOYSA-N,CC1=CN2C(=NC1=O)N=C(N2)N,-1.875466942
7914,YXZZOMVBHPCKMM-UHFFFAOYSA-N,C(CCCN=C(N)NC#N)CCN=C(N)NC#N,-4.550271733
7915,HKBCNTJSSROSSO-UHFFFAOYSA-N,CC1=CC(=C(C=C1)NC(=O)C(C(=O)C)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC=CC=C4OC)Cl)Cl)C,-8.203855412
7916,UYYYMGPWQPIMAL-UHFFFAOYSA-N,CNS(=O)(=O)C1=C(C=C(C(=C1)OC)N=NC2=C(C(=CC3=CC=CC=C32)C(=O)NC4=CC5=C(C=C4)NC(=O)N5)O)OC,-7.891629812
7917,DHHOHVWWZLHYBC-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC=CC=C1)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC=C(C=C4)OC)Cl)Cl,-8.063357987
7918,UHZVOVCIPHZPEI-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C(=C2O)N=NC4=C(C=CC(=C4)C(=O)N)Cl,-7.304442163
7919,MLQFPPIUTFMVLZ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C4=C(C=C3)NC(=N4)C5=CC(=C(C=C5Cl)C6=NC7=C(N6)C=CC8=C7C(=O)C9=CC=CC=C9C8=O)Cl,-4.524775126
7920,CTCGHGAGCLXAHB-UHFFFAOYSA-N,CC1=CC(=C(C=C1)NC(=O)C(C(=O)C)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC(=C(C=C4OC)Cl)OC)Cl)Cl)C,-8.575218048
7921,LQZFGPJGXVFSTR-UHFFFAOYSA-N,CC1=CC=CC=C1NC(=O)C(C(=O)C)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC=CC=C4C)Cl)Cl,-8.914841965
7922,OPRJDBCRUQFLOO-UHFFFAOYSA-N,C(CCCNC(=O)S(=O)(=O)O)CCNC(=O)S(=O)(=O)O,0.105779321
7923,DZYFEMTUCDZMSP-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)N)N=NC3=C(C(=CC4=CC=CC=C43)C(=O)NC5=CC(=C(C=C5OC)OC)Cl)O,-7.866239203
7924,XZAXQWXHBDKYJI-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)CC(CC(=O)O)C(=O)O,-2.813510384
7925,DMQQXDPCRUGSQB-UHFFFAOYSA-N,C(CN(CC(=O)O)CC(=O)O)CN(CC(=O)O)CC(=O)O,-1.469073672
7926,KEZJTZQNDCLRDB-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC2=C(C=C1)NC(=O)N2)N=NC3=C(C=CC(=C3)C(=O)OC)C(=O)OC,-6.314068797
7927,BHCBLTRDEYPMFZ-UHFFFAOYSA-N,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,-1.975730369
7928,QBRFPWPICDILII-WVKYYCEASA-N,C[C@H]1/C=C/C=C(\C(=O)N=C2C(=C(C3=C(C2=O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)N)N)/C,-4.598277947
7929,PXMLTVJEYHGPEH-UHFFFAOYSA-N,CC(=O)C(C(=O)NC1=CC2=C(C=C1)NC(=O)N2)N=NC3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)C(=O)N,-6.672806893
7930,FUKXNOBSWGZIKZ-AWYAZMPSSA-N,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)N/N=C\3/C4=CC=CC=C4C=C(C3=O)C(=O)NC5=CC6=C(C=C5)NC(=O)N6,-8.479081663
7931,YKGGTUUWVUHZIL-UHFFFAOYSA-N,CC1=CC(=C(C=C1S(=O)(=O)NC)OC)N=NC2=C(C(=CC3=CC=CC=C32)C(=O)NC4=CC5=C(C=C4)NC(=O)N5)O,-8.217161161
7932,VXQNQGCWKZPKET-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=C3C(=O)NC(=O)NC3=O)N=C2C4=C(NC(=O)NC4=O)O,-8.102595734
7933,BKKWPPMEXIXECW-UHFFFAOYSA-N,C(CCC(=O)O)CCNC1=NC(=NC(=N1)NCCCCCC(=O)O)NCCCCCC(=O)O,-5.542358527
7934,MRUAUOIMASANKQ-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],0.009381095
7935,DUMOJBFXLNPOEI-UEZCKYPQSA-N,C=CCOC[C@@]1([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,-3.130690334
7936,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,0.352084841
7937,QYZJZOXEQZLXDY-AIWRBXEOSA-N,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)O)N/N=C/3\C=C(C(=O)/C(=N\NC4=CC=C(C5=CC=CC=C54)S(=O)(=O)O)/C3=O)CO,-0.786864357
7938,RHPXYZMDLOJTFF-UHFFFAOYSA-N,C1=C(C=C(C(=C1N)O)[N+](=O)[O-])S(=O)(=O)O,-1.746306446
7939,ARGKVCXINMKCAZ-UZRWAPQLSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,-5.185850682
7940,OKOCIUJVPQKDLL-UHFFFAOYSA-N,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)[O-],-4.057183092
